ISBN,Popularity_Class
0786861363,tail
0316236683,tail
0684865181,tail
0440495717,tail
0399147055,tail
1577490657,tail
0141303778,tail
0141001615,tail
0140954007,tail
0446611247,tail
0345462947,tail
0060508205,tail
0064471101,tail
0066620759,tail
0812501284,tail
0140070362,tail
0140179518,tail
0738700312,tail
0451198697,tail
0441062253,tail
0690134509,tail
0345376013,tail
0345368916,tail
0061000671,tail
9113005650,tail
1898323844,tail
1850654182,tail
1740593618,tail
0140232540,tail
1593080263,tail
0385334672,tail
0064462013,tail
0451625390,tail
0345354249,tail
0064433064,tail
0064434222,tail
0762415924,tail
0674896467,tail
0451453239,tail
0446691364,tail
0393313964,tail
0374526222,tail
0064441326,tail
0316473049,tail
078686818X,tail
0312281773,tail
0064470393,tail
0060910682,tail
0064450120,tail
0060647698,tail
0060544260,tail
0064450945,tail
006053544X,tail
0060509546,tail
0553232533,tail
0297819801,tail
0140564349,tail
0140501800,tail
0140341447,tail
0140346740,tail
2246376319,tail
2226127402,tail
0140375988,tail
0140384510,tail
2070513653,tail
2070513289,tail
0140389709,tail
2070512541,tail
2253152072,tail
2070422364,tail
2070406229,tail
2070366219,tail
2070360377,tail
2070360105,tail
0140542523,tail
0192834134,tail
0141182555,tail
0140546936,tail
2253137243,tail
2253152846,tail
0226743446,tail
0684870746,tail
0140251367,tail
0140437509,tail
0140249001,tail
0140141472,tail
0140062149,tail
0140278915,tail
0060523794,tail
0941483029,tail
0876120796,tail
0345333756,tail
2258061474,tail
2877142264,tail
2868699065,tail
2708704338,tail
2290331562,tail
2290309923,tail
2290308285,tail
0140309276,tail
2266047450,tail
2264001151,tail
0345442709,tail
0345452003,tail
0345460138,tail
0736606378,tail
0870404113,tail
0805417710,tail
0801564360,tail
0785102868,tail
0394815009,tail
0394815963,tail
0394838041,tail
0743407393,tail
0736627596,tail
0696211823,tail
0393321185,tail
0394890485,tail
0394896211,tail
0395181569,tail
068484611X,tail
0671578987,tail
0395216257,tail
0553572377,tail
0553273078,tail
0531059820,tail
0886775132,tail
0886775469,tail
0446365211,tail
0060514930,tail
0312973705,tail
0385334206,tail
0312870507,tail
0312253397,tail
0061096229,tail
0385490860,tail
0393049566,tail
0061030597,tail
0060929812,tail
0060185074,tail
0393317439,tail
5353004329,tail
1903116066,tail
1578590027,tail
1566400201,tail
1560255390,tail
0943233437,tail
0894800825,tail
0886778972,tail
0886777631,tail
0446401986,tail
0395259398,tail
0385323301,tail
1879045982,tail
1888375124,tail
0439198917,tail
0439295769,tail
1885203578,tail
0440210895,tail
0440227534,tail
1881927148,tail
0440228395,tail
0440408520,tail
1879045036,tail
0439098262,tail
1582341559,tail
0440412676,tail
1580230202,tail
1575843358,tail
1570623538,tail
1568362870,tail
1565123301,tail
0440413729,tail
1564582140,tail
0446603929,tail
0453010156,tail
0394800486,tail
0345389980,tail
0375503315,tail
0399141294,tail
0375402608,tail
0345412087,tail
0399141448,tail
0345409973,tail
0399507760,tail
0345402405,tail
039951936X,tail
0425172945,tail
0453010202,tail
0316698024,tail
0307987981,tail
0142300675,tail
0140257349,tail
006444001X,tail
0061097500,tail
0061053716,tail
0671881841,tail
0553111531,tail
0312974507,tail
0312985207,tail
0446531316,tail
034531882X,tail
0671881884,tail
0671722719,tail
0375408908,tail
0375413081,tail
0375433732,tail
0375505393,tail
0529064634,tail
0380724693,tail
0345375211,tail
0375703950,tail
0805038523,tail
0345253523,tail
0312269218,tail
0140381848,tail
0375709479,tail
1580050662,tail
0970472994,tail
0843937742,tail
0786889756,tail
0375801588,tail
0762409487,tail
0374403589,tail
0786889284,tail
0679734570,tail
0345461916,tail
0345468627,tail
0380977303,tail
1573240249,tail
0888012802,tail
0374128715,tail
0374177112,tail
0771098820,tail
0761129758,tail
0375412808,tail
0931719003,tail
0374248613,tail
0316158461,tail
0374334730,tail
0261102362,tail
0140266836,tail
1563521652,tail
1562920316,tail
0970415907,tail
0931719011,tail
0375806709,tail
0380007665,tail
0385265565,tail
0440207835,tail
0451179897,tail
0451173082,tail
0449000877,tail
038072197X,tail
0446678457,tail
0446603856,tail
0380731487,tail
0380731509,tail
0446358576,tail
0425193764,tail
0451180429,tail
0425190919,tail
0425180050,tail
042517364X,tail
0425171914,tail
0380803739,tail
039914563X,tail
0380732831,tail
0380721228,tail
0373218540,tail
0451179900,tail
038070952X,tail
078688908X,tail
0671023179,tail
0786012374,tail
0770106552,tail
0380698714,tail
0380708264,tail
067166767X,tail
0671036556,tail
0671023225,tail
0671023209,tail
0671023187,tail
0618056831,tail
0451203054,tail
0618056823,tail
0618056815,tail
0553581929,tail
0515131156,tail
0515129828,tail
0515104191,tail
0451410130,tail
0380709120,tail
0451203658,tail
0767903196,tail
0684867818,tail
0684854376,tail
0671709518,tail
0440340608,tail
0880014261,tail
0877931003,tail
0877734518,tail
0821225073,tail
081921552X,tail
0813920744,tail
0807123277,tail
0807068187,tail
0451621816,tail
0452271207,tail
0805022848,tail
0803722923,tail
0789203227,tail
0723248303,tail
0723243263,tail
0714839426,tail
0714839418,tail
0452271827,tail
071483940X,tail
0714839396,tail
0918477360,tail
1555214398,tail
1570716900,tail
0112904475,tail
0312154976,tail
0205314813,tail
0195061101,tail
0140443398,tail
0140441700,tail
0140441549,tail
0140231730,tail
0140195513,tail
0140143955,tail
011290436X,tail
1582431469,tail
0440329310,tail
0064460673,tail
0060971827,tail
0440330076,tail
0060153393,tail
0812576063,tail
0449215482,tail
0312980051,tail
1928832849,tail
0714833347,tail
0714827851,tail
068985563X,tail
006092053X,tail
0140153225,tail
0140153217,tail
051712260X,tail
0140153209,tail
0140077871,tail
0060982039,tail
0517706822,tail
0060928778,tail
0525938451,tail
0534435297,tail
0151529582,tail
0060907010,tail
0060830719,tail
0060611839,tail
0060611618,tail
0060609362,tail
0060606797,tail
0060194871,tail
0020430701,tail
1880684578,tail
014028902X,tail
017443460X,tail
0689121105,tail
0449203719,tail
0679746536,tail
0679642188,tail
0679429085,tail
0553232762,tail
0486414175,tail
0486403475,tail
0486292495,tail
0486286320,tail
0451625552,tail
0441627404,tail
0517122596,tail
0415011035,tail
0399235841,tail
0374475881,tail
0452273811,tail
0316313076,tail
0300001762,tail
0281045526,tail
0198661657,tail
0192142216,tail
0312854765,tail
0312928572,tail
0440328810,tail
0553273442,tail
0375702032,tail
0380707799,tail
0380711974,tail
0553287605,tail
0553285386,tail
0553283340,tail
0553283189,tail
0553281631,tail
0380723239,tail
0553264125,tail
0553288687,tail
0525946497,tail
0521266467,tail
0517259222,tail
051512947X,tail
0515124826,tail
0515106429,tail
0505524899,tail
0385415052,tail
0394700163,tail
0375503196,tail
0375501525,tail
0451404351,tail
0553563629,tail
0671622021,tail
0671020412,tail
067086661X,tail
0670850543,tail
0590440101,tail
0553576283,tail
0323019463,tail
0553572806,tail
0553563645,tail
0553296817,tail
0375403760,tail
055329475X,tail
0553294709,tail
0553294695,tail
0553294660,tail
0323020496,tail
0553291238,tail
032302551X,tail
0323026931,tail
0345335872,tail
0505523345,tail
0451404033,tail
0312954468,tail
0373288697,tail
038080493X,tail
0380798956,tail
0380779854,tail
0380768127,tail
0397009488,tail
0374523444,tail
0373760302,tail
0373289200,tail
0399519408,tail
0373288360,tail
0382092147,tail
0373058470,tail
0425047962,tail
0345390792,tail
034538024X,tail
0440205735,tail
0440205999,tail
0345378881,tail
0345293568,tail
0440206626,tail
0380815249,tail
0393016404,tail
0449002969,tail
0394719107,tail
0446607746,tail
0446605913,tail
0446327018,tail
0440428726,tail
0440226031,tail
0394717155,tail
044022442X,tail
0440217067,tail
0440211077,tail
0440205204,tail
0394448049,tail
0425192792,tail
0399215859,tail
0395325145,tail
0394878841,tail
039480600X,tail
0394535383,tail
0394750497,tail
0394520688,tail
0394473019,tail
1858284651,tail
1565840437,tail
0874778883,tail
0895866595,tail
1551666340,tail
155166416X,tail
1551664143,tail
155166304X,tail
1551661462,tail
1551660423,tail
1414051999,tail
096419354X,tail
093607731X,tail
089565895X,tail
1562826468,tail
0893754390,tail
0890816530,tail
0882581139,tail
0849956242,tail
0878331859,tail
0843934913,tail
0843932937,tail
0843932929,tail
087486951X,tail
1551666413,tail
1562826719,tail
0843932821,tail
0316929190,tail
0395282179,tail
0394480244,tail
0385485107,tail
038529686X,tail
037541214X,tail
0827377029,tail
0345370139,tail
034531221X,tail
0829813977,tail
0312970684,tail
1565970497,tail
0836210123,tail
015600531X,tail
0070497591,tail
0060934808,tail
188535603X,tail
1884822355,tail
188191903X,tail
1586601415,tail
1572301937,tail
0877739919,tail
0821776436,tail
0440208459,tail
0932379060,tail
0785314865,tail
0785314849,tail
0918949491,tail
0785314830,tail
0785314822,tail
0785314814,tail
0783549253,tail
0761112006,tail
0696211270,tail
0932379516,tail
0785314881,tail
0932379982,tail
096682590X,tail
0696206137,tail
1555831443,tail
155583258X,tail
1555833810,tail
1561380458,tail
0696007800,tail
1563410443,tail
0785314873,tail
0918082099,tail
0821772945,tail
0804114587,tail
0821749331,tail
0821735926,tail
0816039798,tail
0882580477,tail
0883960095,tail
0894718541,tail
0812568710,tail
0812548132,tail
0807504777,tail
0800756797,tail
0896084744,tail
0800756363,tail
0789489724,tail
0789488914,tail
0786015772,tail
0786014059,tail
078531492X,tail
0785314911,tail
0785314903,tail
0894718568,tail
0439456983,tail
0821620045,tail
0786882328,tail
0345403959,tail
0451522656,tail
0451159764,tail
039453512X,tail
039395613X,tail
0393020371,tail
0380703165,tail
0380016648,tail
0380000830,tail
0345422554,tail
0345390407,tail
0553207083,tail
0671636693,tail
0345363310,tail
0671865277,tail
0679035451,tail
0679408274,tail
0679423826,tail
0679448772,tail
0679456376,tail
0345358805,tail
0452008298,tail
0670814121,tail
0345338715,tail
0782124623,tail
0743448219,tail
0684869527,tail
0394755111,tail
0385336403,tail
0345449835,tail
0060958391,tail
0812551494,tail
0812500482,tail
0804900795,tail
0553057340,tail
0618405402,tail
0765346524,tail
0747401659,tail
0713726202,tail
0674810406,tail
0553148400,tail
0553207717,tail
0671781596,tail
0671738054,tail
0671500678,tail
0345352661,tail
0679757821,tail
0440415705,tail
080537597X,tail
0812921135,tail
0809034050,tail
080706341X,tail
0803748590,tail
0805069194,tail
0804104549,tail
0786867175,tail
0805001387,tail
068484625X,tail
0679721886,tail
0791028763,tail
0679421343,tail
0671825348,tail
0820317594,tail
0671047507,tail
0590897993,tail
0517704927,tail
0499903390,tail
0471606006,tail
0440418267,tail
0803605242,tail
092717605X,tail
0684826178,tail
0689111940,tail
0316544175,tail
0312890532,tail
0226307808,tail
0192741632,tail
0684826801,tail
0684832860,tail
0684842483,tail
015584072X,tail
0688089291,tail
0140467629,tail
0786810637,tail
014044131X,tail
0140440240,tail
0689113161,tail
0689114923,tail
0718122372,tail
0761101144,tail
0762408286,tail
0042990084,tail
1570362777,tail
0671676830,tail
0671745638,tail
068480042X,tail
0323018963,tail
2203388307,tail
2203388110,tail
2203345225,tail
2203332328,tail
1400030838,tail
220333228X,tail
2203001011,tail
1400040965,tail
1401300014,tail
1558745033,tail
1930652887,tail
1930652348,tail
1569714029,tail
1569713669,tail
1569712255,tail
156389405X,tail
1563893126,tail
1563892618,tail
1561632244,tail
155927378X,tail
1563052407,tail
0967511119,tail
2205046225,tail
2205046381,tail
287097017X,tail
0373440685,tail
0312971281,tail
0943233828,tail
B0000X8HIE,tail
8483101629,tail
8420484385,tail
2908406624,tail
2870970595,tail
287097051X,tail
2870970137,tail
2731612010,tail
2870970102,tail
2870970080,tail
2803615827,tail
2800100176,tail
0967063140,tail
2731662476,tail
2731612029,tail
0967370167,tail
0967370191,tail
1561631094,tail
1565545583,tail
0963205439,tail
0486282112,tail
0752846582,tail
0738205257,tail
0684809516,tail
1585671487,tail
0679743758,tail
159086753X,tail
1853261319,tail
059044168X,tail
1856975193,tail
1862043906,tail
0752847783,tail
1895565014,tail
B00005TZWI,tail
0460877305,tail
0375704752,tail
0316358525,tail
0316358487,tail
0316358479,tail
0316358452,tail
0316358363,tail
0752847775,tail
0752866052,tail
1573220787,tail
0930193636,tail
1573222461,tail
0963205412,tail
0930289455,tail
1573229547,tail
1576750213,tail
1577310934,tail
157965116X,tail
1582340013,tail
1582342695,tail
0867199032,tail
0752866214,tail
1582432732,tail
1585422444,tail
0810981521,tail
0802112013,tail
0785108904,tail
0765345013,tail
0765343266,tail
0752866273,tail
0752866230,tail
0425146413,tail
0440237300,tail
0451199537,tail
0446524476,tail
3442415578,tail
0451041240,tail
0786885475,tail
044990587X,tail
0449226352,tail
0449216411,tail
078711068X,tail
0449148378,tail
0446613061,tail
0446329894,tail
0451202821,tail
0425179826,tail
0425178390,tail
0425173933,tail
0425172643,tail
0425171590,tail
0425164322,tail
042515954X,tail
0425089770,tail
042506137X,tail
0451200861,tail
0786883200,tail
0399138900,tail
055320971X,tail
0679750789,tail
0679455612,tail
0671510436,tail
0671024698,tail
0670889059,tail
0767908171,tail
0670886408,tail
0590763407,tail
0786812095,tail
0553135457,tail
0452271266,tail
0525945431,tail
0786815183,tail
052594396X,tail
0786867612,tail
0786880953,tail
0517598817,tail
078688200X,tail
0452283124,tail
0452281881,tail
0425059995,tail
0399134832,tail
0940672588,tail
0816719160,tail
0060191015,tail
0060081961,tail
0790116049,tail
0766601706,tail
0689843801,tail
067987707X,tail
0451139771,tail
0307303101,tail
0307119424,tail
0307100936,tail
0812966430,tail
0307100375,tail
0812590260,tail
0823401898,tail
0842342702,tail
0865470545,tail
0865476276,tail
0874066565,tail
0451408020,tail
0877191328,tail
0060812494,tail
0060964987,tail
0393312275,tail
0312283407,tail
0385335121,tail
0380721392,tail
0380709899,tail
080102286X,tail
0345442636,tail
0345419650,tail
0345364082,tail
0345330773,tail
0316558524,tail
0803720092,tail
0060968257,tail
0804111626,tail
0201632888,tail
0151008884,tail
0805014012,tail
0805054790,tail
0806943394,tail
0812966287,tail
0140266917,tail
0140259112,tail
0316358355,tail
0316358320,tail
0310205050,tail
1855323494,tail
2070420744,tail
0060932090,tail
0060973595,tail
0062507249,tail
2020263726,tail
2020257807,tail
0062511122,tail
1878338021,tail
1856985121,tail
185314116X,tail
2207254410,tail
0130311820,tail
1572151951,tail
0140148620,tail
1568440278,tail
1566192374,tail
1561381918,tail
1561036730,tail
0156445441,tail
1557236046,tail
0060919884,tail
0060916494,tail
0312026021,tail
0060186976,tail
